TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
30.869333333,-441.603,61.1637,28.9033,14.1362,24.4995,10.605,0.307617,-0.0737244,-5.49283,-6.96062,4.33302,1.16054,-11.628,-9.37714,0.248715,-2.72082,-5.75342,-2.70172,-4.6757,-7.12075,-2.60487
30.890666667,-450.407,58.6423,30.3998,15.9496,21.8738,9.77321,2.24706,3.42723,-3.94577,-6.6257,6.30514,2.59879,-12.7564,-13.3815,-0.98629,-1.92175,-7.67065,-6.23741,-4.69624,-6.38357,-3.2886
30.912000000,-444.721,59.5799,27.6004,12.8553,20.5442,9.53566,2.79583,0.629367,-4.08162,-5.09988,5.24281,2.10114,-13.8959,-11.5306,0.50905,-1.68915,-7.09583,-6.46758,-5.69702,-6.42079,-2.14766
30.933333333,-451.039,55.4373,32.6782,16.1326,14.9817,12.7857,4.0355,1.31068,-8.76369,-12.4174,7.78149,0.795205,-17.0937,-10.7531,-5.31787,-3.82326,-5.46974,-6.54106,-3.05792,-9.07383,-2.59046
30.954666667,-445.867,54.7539,25.6157,15.3868,23.8025,13.9831,2.49426,0.942291,-3.62774,-9.40597,5.64888,2.98811,-12.5008,-9.25731,-4.12274,-2.6897,-4.1983,-6.09482,-6.23756,-10.0281,-3.83729
30.976000000,-443.384,55.4002,29.5869,16.7132,20.4277,13.0226,-0.101651,-0.140922,-2.69102,-11.8306,4.51722,2.77133,-14.699,-9.20064,-6.19965,-3.0605,-5.53025,-6.56763,-2.92851,-11.1953,-3.1361
30.997333333,-444.42,55.7233,29.0177,16.9572,21.2708,13.9339,-0.894697,1.28151,0.186022,-8.30786,5.54986,1.5368,-13.3921,-9.86,-5.63908,-2.4808,-6.10234,-6.10946,-4.10377,-12.0443,-2.96149
31.018666667,-447.426,58.2411,30.522,16.2333,20.6317,9.03974,0.186228,-0.922842,-5.8727,-6.22013,4.61227,0.122924,-11.8156,-9.93678,-3.06337,-4.35179,-8.33167,-5.47054,-6.92167,-10.8103,-1.34928
31.040000000,-444.027,58.1497,32.4008,17.7064,18.5968,11.1207,2.19394,-0.917124,-5.57598,-8.7873,8.244,-1.30642,-17.9702,-9.28569,0.444479,-0.159247,-7.56315,-8.94949,-2.66477,-9.56616,-4.37007
31.061333333,-449.786,55.0364,32.4033,15.1761,15.3887,12.6843,5.19694,1.82598,-7.50772,-8.41716,8.87963,1.1632,-17.9424,-11.5263,-1.27212,-0.287428,-8.29265,-8.31319,-1.71614,-7.14084,-3.53423
31.082666667,-448.918,58.9764,30.6139,15.7689,20.5916,9.5409,3.28967,0.610071,-5.95492,-6.18086,6.12778,0.738688,-12.4412,-10.7863,-0.72956,-3.19887,-6.53388,-3.83016,-5.13828,-8.72189,-0.736048
31.104000000,-454.468,55.2633,29.4177,13.4355,18.7462,9.7584,3.90614,-2.17043,-7.28314,-5.06219,5.97569,0.523202,-9.36061,-8.14122,-1.29778,-2.67303,-4.72187,-3.50141,-6.25451,-9.00044,-0.168349
31.125333333,-459.184,55.0356,33.0347,13.9324,16.8272,8.80614,6.99122,-1.41225,-10.9096,-5.18375,8.92234,0.696383,-12.8459,-10.3299,0.312313,1.653,-0.681718,-1.45677,-2.64065,-3.98752,1.63695
31.146666667,-458.719,56.3051,33.5068,13.7128,16.3665,10.9736,9.07376,0.849007,-11.1642,-6.96193,7.51276,3.0819,-12.588,-10.2778,0.197753,-1.03692,-5.22021,-4.15441,-3.0181,-5.22773,-0.957826
31.168000000,-464.728,49.2231,27.5526,11.8733,14.7984,5.44689,1.78434,-4.79944,-8.89478,-7.28762,3.23966,-0.531757,-13.9341,-12.6152,-5.54899,-3.53445,-2.69515,-2.02239,-6.90302,-7.57168,2.78495
31.189333333,-464.679,52.5112,35.1557,15.2073,14.4127,11.0044,7.90092,-1.58382,-9.19229,-6.3873,5.95362,1.24115,-16.4027,-12.6735,0.102382,1.32987,-3.53378,-4.52272,-5.29202,-4.89189,1.17381
31.210666667,-459.169,55.8267,35.2952,15.8175,16.5078,9.28173,9.66249,2.3445,-10.1837,-7.37788,5.9741,2.38635,-15.6498,-14.2929,1.20329,-0.227891,-8.13509,-6.21037,-6.47123,-6.44996,0.805614
31.232000000,-455.379,56.8244,34.2562,15.5427,18.264,9.89764,5.4908,3.61589,-6.54343,-4.73633,8.2989,1.67588,-14.16,-11.621,0.727177,-0.664196,-7.06799,-6.75612,-4.49692,-4.98905,-1.66457
31.253333333,-455.581,56.7444,34.274,19.0055,22.0712,10.9899,5.69338,3.37241,-7.85215,-8.29495,8.8295,2.6298,-15.6758,-15.3325,-1.98355,-2.17852,-8.43598,-6.04583,-3.7802,-5.19473,-0.267073
31.274666667,-447.375,54.8511,30.5528,16.5235,17.9031,14.427,3.71996,0.702124,-4.12019,-11.0174,9.15707,2.12627,-17.9886,-10.2541,-0.939587,0.457312,-6.30257,-6.96951,-3.33096,-8.36722,-5.2086
31.296000000,-453.714,56.4332,31.9135,17.8772,23.7029,10.6347,3.96151,2.29171,-7.49164,-10.0303,5.38112,2.14871,-13.8579,-12.3454,-1.33074,-1.85847,-8.31832,-6.27811,-5.12321,-7.53766,-1.86391
31.317333333,-451.918,59.6858,36.6685,18.6622,21.4051,9.47117,3.23709,-2.30643,-11.0526,-8.78229,6.6927,4.4997,-11.277,-9.24451,0.362116,-1.89622,-6.25968,-4.54368,-2.3902,-3.71124,-2.10139
31.338666667,-454.761,58.1899,33.1007,17.8898,21.281,9.80546,3.95357,0.86045,-5.46145,-4.85729,9.06649,3.92634,-15.5402,-15.3595,0.0465788,-2.3268,-5.84824,-4.73392,-5.64669,-4.64556,-0.646445
31.360000000,-456.593,56.2911,33.6416,18.673,18.991,9.08041,8.39673,0.691445,-12.2422,-6.05485,8.81816,1.44046,-16.456,-9.74756,2.10713,-0.462952,-3.27256,-3.36228,-4.63884,-6.41182,-0.985099
31.381333333,-453.442,56.9576,32.641,16.5912,20.9197,10.2717,5.90045,0.742482,-12.0747,-4.69414,12.4141,1.17991,-16.1516,-11.6962,0.613754,-2.92774,-7.05557,-4.17804,-3.62729,-6.42671,-0.762685
31.402666667,-453.271,58.48,31.5495,15.4408,19.5763,9.85676,4.03885,-1.30241,-11.399,-9.42203,6.92435,3.65647,-14.7935,-12.5624,3.71371,4.57822,-5.37254,-5.88627,-4.94997,-6.33593,-0.764434
31.424000000,-450.915,59.1341,33.8586,18.866,22.2224,7.36562,-0.50281,-5.90428,-10.4465,-4.04041,8.44794,2.98588,-15.2575,-14.044,-1.56087,2.66068,-4.50007,-4.45172,-5.07725,-8.18395,-1.81577
31.445333333,-449.768,57.0852,29.133,16.2579,23.4239,11.3027,2.31152,-1.45534,-8.01841,-8.87293,4.41313,3.096,-12.5419,-11.0638,1.62009,0.0600981,-6.30311,-4.79057,-3.70361,-4.47574,-1.93173
31.466666667,-459.144,55.004,35.5367,18.6654,20.233,9.93628,4.85328,2.20609,-10.9076,-9.51311,7.81097,3.85532,-13.9795,-12.784,0.800485,0.135435,-7.61114,-4.98154,-2.85726,-4.275,-1.64449
