TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
126.6773333,0,3.10315,0.711458,0.0111965,0,0.031196,0.219025,0,0.190744,1.86538,0,0
126.72,0.146153,3.09071,0.327702,0.00992819,0,0.0168632,0.0633861,0,0.298045,2.09984,0,0
126.7626667,0.192291,3.0059,0.0677065,0.00153645,0,0.0111984,0.253413,0.0427767,0.303104,2.22785,0,0
126.8053333,0.0967919,2.93822,0.278383,0,0,0.00879212,0.318973,0.0495946,0.305463,2.02907,0.000462562,0
126.848,0.0827014,2.57665,0.417816,0,0.00518073,0.00426528,0.284275,0.0497718,0.413258,1.79644,0.000440923,0
126.8906667,0.0387765,2.47301,0.426869,0.443798,0.0177197,0,0.166005,0.0513661,0.387897,1.74758,0.000101848,0.00848127
126.9333333,0.00948023,2.62799,0.305149,0.493374,0.0130944,0,0.152819,0.0777298,0.340751,1.91776,0.00013809,0.0552747
126.976,0.00398691,2.71465,0.533254,0.0683415,0.0174748,0.00600207,0.397307,0.0300977,0.360163,2.0261,0.000135369,0.000129894
127.0186667,0.114699,2.9011,0.875645,0,0.0194029,0.0199202,0.469684,0.0122187,0.304255,1.94579,0,0.000230516
127.0613333,0.133981,2.95247,0.664401,0,0.0260651,0.100921,0.369876,0.0451885,0.27116,1.96676,0,0.000382805
127.104,0.0991136,2.88611,0.225433,0,0.0217794,0.125086,0.0788728,0.0651374,0.240181,2.06526,0,0.0417475
127.1466667,0.0368756,2.53945,0.420667,0.00153435,0.0120939,0.170186,0.0776977,0.0443251,0.307223,1.99025,0,0.0782747
127.1893333,0.12386,2.59212,0.768743,0.0245477,0.0753931,0.0363665,0.0653102,0,0.305125,1.94501,1.93E-05,0.0746915
127.232,0.0997996,2.71215,0.364288,0.100156,0,0.0234823,0.0708279,0,0.27407,2.00988,0.000244505,0
127.2746667,0.00817558,2.72463,0.0792223,0.0223965,0.000601966,0.028376,0.0871819,0.191275,0.350493,1.9522,0.00245754,0
127.3173333,0.127286,2.67285,0.0808828,0.0224662,0.0438136,0,0.208471,0.0998046,0.440084,1.91546,0.0037456,0
127.36,0.166757,2.68546,0.081175,0.0193086,0.493153,0,0.140375,0.106125,0.4393,1.80985,0.0241327,0.00695461
127.4026667,0.227038,2.55461,0.0819401,0.0164195,0.461099,0.211425,0.0710376,0.0736254,0.598464,1.75407,0.0232598,0
127.4453333,0.175761,2.5581,0.0827518,0.0123661,0.215733,0.290931,0.128724,0.0528553,0.405643,1.74965,0.0242279,0
127.488,0.144052,2.64327,0.0893272,0.0695665,0.0473203,0.240601,0.11043,0.0431873,0.156636,1.73234,0.0601195,0
127.5306667,0.011598,2.59615,0.135791,0.194058,0.0131742,0.211099,0.0352008,0,0.153207,1.62066,0.0916772,0.00423146
127.5733333,0.0526909,2.33203,0.115269,0.440349,0,0.0283452,0.173693,0,0.210324,1.63863,0.124821,0.00371273
127.616,0.0623577,2.09488,0.0901556,0.423156,0,0.0297578,0.272164,0,0.234459,1.77684,0.11527,0
127.6586667,0.0544416,2.08373,0.0879861,0.41648,0.00368272,0.0709714,0.302303,0,0.125664,1.80531,0.0996116,0
127.7013333,0.000362669,2.01574,0.167056,0.518438,0.0125882,0.339948,0.347888,0,0,1.72432,0.00487196,0
127.744,0.000513984,1.87896,0.457353,0.496915,0.0150025,0.247785,0.445717,0,0,1.63116,0.218567,0
127.7866667,0.0298249,1.8909,0.473537,0.0563785,0.00931315,0.327312,0.413994,0.00143984,0.0487682,1.59644,0.118112,0
127.8293333,0.0788093,2.30603,0.446387,0,0.283476,0.233627,0.30044,0.00649528,0.218941,1.46209,0.070352,0
127.872,0.0866384,2.55285,0.426853,0,0.289258,0.140622,0.245246,0.0348128,0.242161,1.35625,0,0.0279945
127.9146667,0.05922,2.48437,0.559262,0,0.225514,0.0224962,0.412777,0.00657469,0.285964,1.10136,0,0.128688
127.9573333,0.0366739,2.18344,0.554975,0.00312473,0.0324019,0.0376335,0.711152,0.00129691,0.189996,1.23491,0,0.140486
128,0.0561,1.66069,0.437695,0,0,0.0785537,0.786812,0.0107944,0.0633524,1.31249,0.0541151,0.0967767
128.0426667,0.0878863,1.65746,0.403943,0.0515278,0.579361,0.0790379,0.191389,0.018611,0.0642841,0.946672,0.154645,0.00948755
128.0853333,0.112192,1.50775,0.489867,0.19211,0.76567,0.0694874,0.165392,0.032395,0.391463,0.682498,0.111006,8.81E-05
128.128,0.0807003,1.5947,0.4304,0.195733,0.605948,0.0660107,0.170748,0.0326071,0.565087,0.861253,0.0791085,0.000102373
128.1706667,0,1.85156,0.402619,0.0561418,0.40262,0.148703,0.196398,0.045703,0.539392,1.04471,0.0288173,1.33E-05
128.2133333,0,1.8929,0.283256,0.0190734,0.479621,0.443482,0.295195,0.0384293,0.463744,1.147,0,4.22E-05
128.256,0.0333094,2.20923,0.127809,0.0145431,0.565055,0.386924,0.493449,0.00505109,0.383958,1.19671,0,0.0399541
128.2986667,0.000444376,2.50579,0.0826814,0.221033,0.798167,0.460158,0.904395,0.0447771,0.13186,1.17583,0.000812663,0.140536
128.3413333,0.000383494,2.10931,0.100966,0.289624,0.702514,0.271556,1.33688,0.054776,0.176589,1.09672,0.00224611,0.340133
128.384,0.000287645,2.11853,0.131331,0,0.829835,0.00935093,0.988192,0.078566,0.120475,1.04356,0.0497187,0.469245
128.4266667,0.00767453,2.0048,0.168065,0.060613,1.0118,0.00123957,0.74959,0.134265,0.0951361,0.986769,0.0295992,0.566186
128.4693333,0.0954699,1.64128,0.134112,0.0623065,1.0792,0,0.901539,0.10307,0.119306,1.07044,0.000584925,0.602683
128.512,0.0861807,1.85816,0.08351,0.245183,0.628299,0,1.05602,0.058035,0.0242812,1.15397,0.000901038,0.529831
128.5546667,0.000565992,1.84521,0.0823474,0.172474,0.410137,0.148289,0.808789,0.0526798,0.0830712,1.24356,0.000908174,0.362011
128.5973333,0.000543094,1.9195,0.11926,0.177192,0.557386,0.230612,0.233851,0.10978,0.227014,1.23722,0.000677931,0.282804
128.64,0.000313208,1.72238,0.302398,0.273028,0.947201,0.443257,0.0676813,0.108436,0.276622,1.02852,0.020453,0.419573
128.6826667,0.0509558,1.49632,0.130913,0.147005,0.509225,0.340177,0.171366,0.105841,0.16606,1.40692,0.095201,0.639929
128.7253333,0.0904521,1.54987,0.19506,0.0630152,0.282673,0.257443,0.05535,0.0969707,0.138056,1.30538,0.0910312,0.793532
128.768,0.014621,1.56761,0.243747,0.0964484,0.324308,0.475062,0.0832177,0.116712,0.167231,0.945652,0.00140906,0.765202
128.8106667,0.0610257,1.96103,0.309881,0.173203,0.62032,0.523313,0.167706,0.121131,0.0548044,0.173434,0.00217666,0.713185
128.8533333,0.0941191,1.64261,0.382673,0.299484,0.464152,0.351721,0.252533,0.105665,0.0841948,0.314892,0.00278283,0.768305
128.896,0.112239,1.35083,0.33157,0.625069,0.152619,0.253777,0.212016,0.0377626,0.217788,0.482916,0.00326284,0.705976
128.9386667,0.388767,1.38838,0.320571,0.435796,0.113519,0.144161,0.285764,0.0444612,0.114936,0.558718,0.00252832,0.560853
128.9813333,0.404342,1.4569,0.307955,0.0957892,0.557007,0.0655183,0.299193,0.0667707,0.16279,0.704023,0.000774463,0.428972
129.024,0.203938,1.60044,0.271918,0.0274555,1.03919,0.0374099,0.193745,0.0645688,0.0679356,0.843423,0.0219394,0.290376
129.0666667,0.0427376,1.5409,0.122859,0.0139156,1.34107,0,0.147306,0.0883055,0.0563336,0.978607,0.119425,0.246347
129.1093333,0.0174096,1.46834,0.0803373,0.111445,1.26334,0.0437365,0.320242,0.0803989,0.00225582,1.03957,0.160361,0.333959
129.152,0.000230998,1.59381,0.166942,0.151384,1.1899,0.255718,0.505165,0.0434592,0.00225388,0.839435,0.0876746,0.405061
129.1946667,0.000526644,1.6706,0.230314,0.134986,1.52598,0,0.506258,0,0.00282895,0.562161,0.0936021,0.30019
129.2373333,0.000676769,1.48074,0.329483,0.425689,1.03528,0.00777918,0.624835,0.0040329,0.00538531,0.369486,0.00557124,0.1178
129.28,0.102163,1.22279,0.310979,1.16008,0.269077,0.055487,0.55003,0.0348191,0.00399053,0.528505,0.00638285,0.377954
129.3226667,0.4294,1.05869,0.152802,0.969714,0.535292,0.0517732,0.187138,0.0407287,0.180946,0.401459,0.0793531,0.524702
129.3653333,0.440082,1.49938,0.0896345,0.460687,0.926033,0.307266,0.0389134,0.110698,0.318697,0.308067,0.119613,0.478715
129.408,0.685652,1.38419,0.0942093,0.474278,1.10887,0.137462,0.0237356,0.0393579,0,0.663087,0.169804,0.325006
129.4506667,0.167064,1.18441,0.269749,0.403057,1.17399,0.400752,0.0589562,0.00811864,0,0.519683,0.217039,0.269027
129.4933333,0.00353065,1.21723,0.360127,0.406484,1.08467,0.176487,0.254039,0.24235,0.0139534,0.0491785,0.188794,0.470528
129.536,0.00605859,1.14654,0.460013,0.678023,0.748639,0.167868,0.116664,0.339086,0.0527071,0.0721507,0.219491,0.417397
129.5786667,0.122598,1.2489,0.472188,0.774482,0.372247,0.23243,0.0387459,0.444457,0.0138703,0.27028,0.203781,0.297835
129.6213333,0.141539,1.41591,0.542108,0.77926,0.409414,0.100135,0.0493011,0.410671,0,0.279723,0.0928454,0.5008
129.664,0.272879,1.31951,0.568427,0.587563,0.332807,0.0659725,0.184929,0.117585,0,0.762497,0.104388,0.69699
129.7066667,0.19363,1.12488,0.695456,0.318739,0.761438,0.039636,0.354933,0.0955953,0.033078,0.925541,0.141716,0.593576
129.7493333,0.131553,0.998672,0.466086,0.253006,0.780968,0.0206746,0.370525,0.203924,0.11472,0.980925,0.196045,0.421258
129.792,0.273573,1.22751,0.370814,0.0193422,0.864592,0.123756,0.147546,0.217269,0.138175,0.849578,0.0931348,0.393491
129.8346667,0.415434,1.3108,0.360429,0.0146498,0.944634,0.524649,0.0207026,0.179666,0.151721,0.571864,0.0651331,0.542633
129.8773333,0.382382,1.39097,0.46717,0.103268,1.15025,0.608621,0.0224798,0.132511,0.175847,0.303761,0.0764998,0.563424
129.92,0.215576,1.45011,0.681324,0.0988746,1.33547,0.675533,0.0929325,0.130972,0.112836,0.227833,0.0890197,0.444283
129.9626667,0.000589214,1.20199,0.955658,0.150806,1.10426,0.382678,0.223625,0.0875827,0.128865,0.541144,0.104911,0.387467
130.0053333,0.040211,1.31619,0.906135,0.177031,0.62284,0.00372022,0.295826,0,0.104113,0.641413,0.144824,0.398637
130.048,0.000392879,1.48592,0.84723,0.291146,0.0444491,0.10078,0.292572,0.0179143,0.0337413,0.706405,0.224506,0.451103
130.0906667,0,1.72707,0.906285,0.22663,0.263775,0.196186,0.0128808,0.155992,0.0050325,0.757832,0.31006,0.389328
130.1333333,0.0713014,1.62197,0.765066,0.126764,0.628513,0.286653,0.0274754,0.189609,0.00490528,0.620708,0.266463,0.438783
130.176,0.272794,1.33621,0.605995,0.288717,1.00961,0.141909,0.228118,0.116965,0.0491848,0.589628,0.0813608,0.541817
130.2186667,0.212341,1.3299,0.545148,0.605525,1.12311,0.0881543,0.24018,0.0748211,0.114659,0.46185,0,0.426101
130.2613333,0.203111,1.85341,0.631396,1.11839,0.981955,0.039433,0.0404325,0.0570708,0.18365,0.291847,0,0.000475272
130.304,0.638973,2.02685,0.354575,0.937358,0.741239,0.0160254,0.0939674,0.103281,0.159414,0.0927147,0.0199682,0.000510693
130.3466667,0.175246,1.86609,0.338425,0.138289,0.198699,0.349031,0.327954,0.10892,0.218271,0.219556,0.105911,0.156174
130.3893333,0.179479,1.7425,0.345316,0.0476362,0.134547,0.560734,0.352342,0.0581614,0.285894,0.271036,0.107769,0.202657
130.432,0.154495,1.89548,0.408642,0.0633537,0.0327141,0.587684,0.363771,0.0103631,0.392213,0.201695,0.251536,0.234939
130.4746667,0.13161,2.26311,0.25027,0.0863732,0.0363113,0.462718,0.357406,0.0263297,0.405247,0.105873,0.34525,0.297471
130.5173333,0.0635601,2.44794,0.228962,0.298014,0.076409,0.254815,0.326784,0.100472,0.380702,0.0492889,0.339531,0.25224
130.56,0.152858,2.14246,0.185098,0.121082,0.490758,0.0323788,0.288373,0.370889,0.0515376,0.24878,0.107312,0.273112
130.6026667,0.280738,2.1982,0.206572,0.178512,0.329875,0.00359781,0.271262,0.33134,0.147157,0.362553,0,0.0791925
130.6453333,0.411453,2.70169,0.148952,0.195591,0.565717,0.0349967,0.285246,0.183953,0.00728703,0.179121,0.0396846,7.83E-05
130.688,0.38265,2.61527,0.10641,0.252721,0.604543,0.128483,0.304439,0.108927,0.0025351,0.0764358,0.0746801,0.00029489
130.7306667,0.244786,2.62134,0.388307,0.207073,0.662734,0.254482,0.254986,0.0587662,0.00717579,0.0851538,0.0694194,0.0142002
130.7733333,0.147786,2.42956,0.5218,0.0958141,0.453626,0.289134,0.425672,0.0279991,0.0479106,0.196773,0.0347911,0.000550292
130.816,0.0841867,2.49629,0.35854,0.0927299,0.2467,0.136039,0.445168,0.0390481,0.065073,0.236409,0.00961921,0.000405081
130.8586667,0.0520066,2.57146,0.32544,0.0758622,0.47578,0.023525,0.555316,0.13927,0.447458,0.211365,0.0225285,0.000139416
130.9013333,0,2.99203,0.0815725,0.0128892,0.552016,0.0146651,0.363998,0.433691,0.703378,0.0650477,0.116176,0
130.944,0.0402549,2.89509,0.16257,0.00999448,0.491135,0.174393,0.399998,0.438188,0.610615,0.0246888,0.0825764,0.0181826
130.9866667,0.422307,2.61416,0.208343,0.0141898,0.327144,0.261337,0.190892,0.35587,0.110419,0.0331248,8.85E-05,0.0888286
131.0293333,0.490262,2.69248,0.144043,0.00946214,0.114563,0.36044,0.0854406,0.303586,0.0689567,0.0705347,0,0.210132
131.072,0.316219,2.77771,0.266424,0.0104722,0.294746,0.521447,0.0890417,0.256672,0.0563368,0.0493214,0,0.326944
131.1146667,0.0289937,2.966,0.27498,0.0130185,0.65276,0.369262,0.362491,0.144387,0.0412101,0.0235785,0.000366522,0.285507
131.1573333,2.47E-05,3.1302,0.0855958,0.0136045,0.764442,0.127373,0.358456,0.0591622,0.0339857,0.0507049,0.00203528,0.270921
131.2,0.000326534,2.7975,0.0836029,0.015226,0.778324,0.0739377,0.349322,0.074027,0.0700944,0.120189,0.0371757,0.193438
131.2426667,0.0186862,2.27691,0.235871,0.0146573,0.614367,0.283027,0.272011,0.240831,0.160849,0.210377,0.0403248,0.350767
131.2853333,0.00052343,2.32448,0.406304,0.00572783,0.115838,0.521462,0.0173158,0.200202,0.0783977,0.25475,0.00482331,0.611398
131.328,0.000461566,2.50387,0.158568,0.339051,0.163302,0.365947,0.0972889,0.137628,0.0276416,0.24859,0.00959185,0.598224
131.3706667,0.000162714,2.61713,0.0875928,0.2746,0.438104,0.301698,0.0833421,0.154004,0,0.139909,0.086593,0.641239
131.4133333,0,2.78915,0.0894295,0.0764916,0.739038,0.186411,0.0624619,0.238104,0,0.0443792,0.0837291,0.572495
131.456,0,2.82478,0.0858527,0.0175556,1.09916,0.0770924,0.0137662,0.175415,0.27022,0.00115306,0.0738252,0.586815
131.4986667,0,2.61342,0.0819642,0.0819333,1.08385,0.000842815,0.159758,0.143263,0.28527,0.132373,0.0690659,0.58743
131.5413333,0,2.55181,0.0833764,0.20926,0.981708,0.00208101,0.206138,0.0709032,0.156548,0.307317,0.0421216,0.607094
131.584,0,2.75079,0.0838961,0.114534,0.86351,0.316001,0,0.00693815,0.121941,0.290415,0.00181408,0.661841
131.6266667,0.000506619,2.77309,0.0831616,0,0.559582,0.724963,0,0.00217116,0.102,0.134016,0.0026893,0.666928
131.6693333,0.0209501,2.82757,0.0877535,0,0.551299,0.755472,0.030257,0.0368994,0.0512972,0.0811082,0.0013388,0.644343
131.712,0.000483077,2.69813,0.0826426,0.0523659,0.461606,0.623748,0.334034,0.074357,0.0522599,0.0391663,0.00012366,0.608616
131.7546667,0.000322962,2.67739,0.0812716,0.0442134,0.373227,0.505213,0.398927,0.125787,0.00103281,0.0805387,0.0134577,0.511435
131.7973333,0.000243631,2.60802,0.0812758,0.0214413,0.515377,0.362193,0.369237,0.134545,0.00177483,0.0758226,0.124567,0.387014
131.84,4.05E-05,2.5511,0.0811493,0,0.496164,0.420446,0.309117,0.07105,0.00166037,0.0555988,0.187481,0.342381
131.8826667,9.61E-05,2.36724,0.186918,0.00694862,0.391824,0.719432,0.227012,0,0.354505,0.119917,0.00168462,0.31089
131.9253333,0,2.43967,0.263745,0.0141011,0.599464,0.673014,0.0971172,0.216341,0.762045,0.130337,0.000479044,0.30645
131.968,0.0218342,2.2458,0.262009,0.023861,0.681518,0.425577,0.259729,0.11519,0.779903,0.161407,0.0123307,0.593831
132.0106667,0.111514,1.59234,0.185851,0.0247169,0.614474,0.327328,0.524116,0.0459072,0.937237,0.278115,0.0561114,0.817555
132.0533333,0.0396357,1.23799,0.251304,0.0188428,0.41195,0.214068,0.590742,0,0.729781,0.256476,0.00244527,0.726903
132.096,0.0149907,1.85282,0.277252,0.0139679,0.576853,0.324092,0.534169,0.0354039,0.506549,0.182882,0,0.289779
132.1386667,0.0323098,3.01031,0.245216,0.0144062,0.631672,0.316347,0.164697,0.295286,0.401032,0.185495,0,0.000168831
132.1813333,0.201364,3.38608,0.3083,0.0134729,0.59944,0.100754,0.0586667,0.270402,0.334579,0.145145,0.00954756,0.000101167
132.224,0.0928517,3.46889,0.29904,0.0112475,0.80696,0.0205268,0.166615,0.343542,0.543872,0.230854,0.0435079,0.000190409
132.2666667,0.129479,3.3392,0.207144,0.0079833,0.855138,0.010624,0.369279,0.185359,0.664363,0.418229,0.0260475,0.000645478
132.3093333,0,3.34182,0.13973,0.00472264,0.720407,0.0163039,0.280678,0.136162,0.537079,0.470027,0.0408197,0.110358
132.352,9.15E-05,3.17895,0.0817419,0,0.400059,0.0977,0.287647,0.157522,0.181484,0.507113,0.0838087,0.0614369
132.3946667,0.00017071,2.95624,0.0817284,0,0.355208,0.135518,0.409766,0.185579,0.0381739,0.51006,0.0372796,0.00043314
132.4373333,0.000285935,3.08083,0.0815893,0,0.589869,0.295226,0.26691,0.0945223,0.139617,0.425807,0.000377734,0.000180166
132.48,0.000599025,3.40412,0.0797903,0,0.639812,0.358642,0.0885606,0.0625096,0.199208,0.254108,0.00030078,0.000171992
132.5226667,0.000635898,3.61829,0.0777109,0,0.741009,0.249677,0.0335833,0.107768,0.171455,0.0466915,0,0.000322027
132.5653333,0.0357537,3.44167,0.0767416,0,0.756768,0.104783,0.086212,0.0654385,0.241271,0.251158,0,0.000416883
132.608,0.035422,3.27174,0.0813518,0.00805439,0.214028,0.146716,0.0788932,0.0440851,0.297775,0.505811,0,0.000407938
132.6506667,0.0314043,3.23661,0.169712,0.0137151,0.44009,0.0860056,0.168328,9.09E-05,0.248735,0.651659,0.0113239,0.000316841
132.6933333,0.0815028,3.11631,0.189295,0.017179,0.761603,0,0.389248,0.0241902,0.0579103,0.761535,0.0111892,0.0800746
132.736,0.0554717,3.17712,0.0941239,0.0137456,0.934042,0.0058446,0.342506,0,0.00408506,0.824887,0.030895,0.145904
132.7786667,0.163548,3.17483,0.0840317,0.0129365,0.831161,0.00628371,0.399768,0.00672198,0.00875184,0.642284,0.000209033,0.103236
132.8213333,0.102978,3.05985,0.152061,0.0163081,0.800144,0.0214792,0.497888,0.0118196,0.0974305,0.335671,0.000541942,0.0978574
132.864,0.0107468,2.81559,0.136395,0.00967734,0.804313,0.00968965,0.514867,0.0490013,0.173775,0.494534,0.0288277,0.0400679
132.9066667,0.000279899,2.73415,0.233919,0.029957,0.407966,0.0237884,0.368708,0.0440417,0.191174,0.502438,0.119408,0
132.9493333,0.000424581,2.8334,0.248279,0.134342,0.227974,0.0323193,0.0422346,0.0651776,0.317604,0.80994,0.105138,9.77E-05
132.992,0.0195772,2.71929,0.191655,0.106911,0.0304394,0.0211435,0.0461243,0.0615661,0.333564,1.07276,0.102862,0.103469
133.0346667,0.0399269,2.6418,0.0821598,0,0.0815406,0.0147253,0.0727751,0.0732588,0.209324,1.3198,0.0656943,0.146354
133.0773333,0.0184216,2.59519,0.204964,0,0,0.0106361,0.0519433,0.0597612,0.0398027,1.511,0.00677548,0.174999
133.12,0.000550242,2.35229,0.503391,0,0,0.0151712,0.120108,0,0,1.49499,0.00765833,0.126033
133.1626667,0.000524995,2.03987,0.158844,0.0270935,0,0.00606206,0.223761,0,0.173101,1.55793,0.14093,0.00025356
133.2053333,0.016435,1.9495,0.558476,0.0351669,0,0,0.327366,0.0233662,0.12795,1.65298,0.103268,0.000427062
133.248,0.0487887,2.08622,0.711258,0.0107802,0.0122911,0.00217255,0.25094,0.089954,0,1.84002,0.0743468,0.000397047
133.2906667,0,1.98032,0.741989,0.0142951,0.00372331,0.0012002,0.34485,0.0818439,0.062636,1.82375,0.0546994,0.00044519
133.3333333,0,1.99799,0.766468,0.0164121,0,0.0302619,0.409912,0.000393755,0.153068,1.9445,0.0390955,0.000491998
133.376,0.0722018,2.28635,0.727753,0.017298,0,0.276293,0.0608266,0.00689519,0.116815,2.01998,0.0100649,0.000575751
133.4186667,0.0785875,2.18339,0.670165,0.0175114,0.0653825,0.320769,0.0364396,0.0489427,0.0429102,2.1059,0.0129054,0.00064574
133.4613333,0.0766043,2.09443,0.739755,0.0164589,0.291674,0.112032,0.0858309,0.0690017,0.00205964,2.02458,0.0354174,0.000565265
133.504,0.0405003,2.24229,0.745511,0.0140749,0.328873,0.00799927,0.102059,0.00994893,0,1.84323,0.000264297,0.000558503
133.5466667,0.0579813,2.35887,0.178284,0.00666694,0.0775567,0.0515072,0.0978446,0.0677206,0,1.84713,0.031116,0.000729735
133.5893333,0.0581742,2.38188,0.0810692,0.0453691,0.0133403,0.228095,0.0880396,0.0835164,0,1.88109,0.00131577,0.000831892
133.632,0.0719989,2.41564,0.0966927,0,0.0792593,0.311481,0.0782429,0.0714294,0,1.9831,0.000365592,0.000783523
133.6746667,0.0331658,2.43192,0.0810132,0.256066,0.0725903,0.293134,0.0727491,0.0342384,0,1.95218,0.000248918,0.000610048
133.7173333,0.0128639,2.22407,0.0853645,0.383736,0,0.25494,0.0919435,0,0.0053103,2.04036,9.38E-05,0.000599373
133.76,0.0607397,2.02138,0.220127,0.166243,0,0.0224803,0.175618,0,0.00322499,2.08234,0.0164773,0.000781222
133.8026667,0.0852302,1.71622,0.254872,0,0,0.0197491,0.206525,0,0,2.12264,0.08938,0.000852656
133.8453333,0.0761001,1.97608,0.315847,0,0.0134014,0.00838429,0.256782,0.0214785,0,2.1481,0.066041,0.000724275
133.888,0.0233513,2.00008,0.31437,0.0267679,0.335029,0.0162306,0.369352,0.103393,0.0260109,2.085,0.012077,0.000408552
133.9306667,0.000106232,1.93924,0.468586,0.517933,0.320374,0.00962298,0.288071,0.0551122,0.0694299,1.90047,0.00168112,0.0764562
133.9733333,0,1.72299,0.489695,0.882703,0.228248,0.0109689,0.32732,0.159465,0.0901549,1.86989,0.00257557,0.0518438
134.016,0,1.55976,0.40197,1.04226,0.00299182,0.00610481,0.378834,0.0628833,0.0572393,1.82818,0.00010365,2.91E-05
134.0586667,0.0222566,1.74838,0.273995,1.10026,0,0.0105502,0.380002,0,0.0226326,1.7531,0.000608411,2.75E-05
134.1013333,0.194135,1.62649,0.332816,1.08749,0,0.0354313,0.381139,0,0.0198483,1.67269,0.0029024,9.57E-05
134.144,0.301746,1.49071,0.383961,0.92905,0.081999,0.0382207,0.32294,0,0,1.72161,0.00540791,0.000218172
134.1866667,0.00389988,1.46942,0.446679,0.595516,0.307536,0.120427,0.067241,0,0,1.9113,0.0275186,0.0166631
134.2293333,0,1.47713,0.306026,0.498026,0.319382,0.24334,0.0167598,0,0,2.01905,0,0.0931528
134.272,0.00851626,1.87598,0.245833,0.497416,0.277208,0.296645,0,0,0.0670441,2.06676,0,0.0536542
134.3146667,7.28E-05,2.35082,0.428724,0.611236,0.487809,0.26834,0,0.000495063,0.081618,1.69687,0.00139978,0.121737
134.3573333,0.0197694,2.39351,0.682382,0.901662,0.302264,0.218173,0.216432,1.61E-05,0.0870178,1.39337,0.00266799,0.0375851
134.4,0.04024,2.41945,0.757589,0.864686,0.265014,0.227779,0.155784,0,0.0915407,1.24414,0.0313027,0.000228545
134.4426667,0.0505876,2.25831,0.557943,0.214811,0.531007,0.327968,0,0.0403949,0.0816393,1.04325,0.270225,0.00376696
134.4853333,0.00668086,2.31985,0.486353,0.202236,0.315881,0.335173,0,0.116427,0.0240967,1.09087,0.231652,0.159983
134.528,0.022494,2.45691,0.701787,0.553982,0.0188503,0.220022,0.0523015,0.097201,0,1.08939,0.0643952,0.1939
134.5706667,0,2.69407,0.566231,0.820999,0.023156,0.178834,0.0707443,0.0652591,0,1.30979,0.0330099,0.28582
134.6133333,0.0313206,2.65159,0.399738,0.977197,0.0267114,0.19005,0.0815741,0.0770593,0.00822269,1.53393,0.002209,0.593618
134.656,0.197817,2.27339,0.135721,0.876168,0.169025,0.189371,0.0763022,0.0813522,0.0220898,1.62013,0.00266234,0.602161
134.6986667,0.239828,2.30823,0.0557314,0.565959,0.431085,0.113745,0.136848,0.0589195,0,1.51977,0.00284008,0.493112
134.7413333,0.259323,2.25119,0.0517153,0.243192,0.30281,0.212578,0.16639,0.0597368,0,1.3866,0.00336451,0.551124
134.784,0.203726,2.16006,0.0460467,0.398882,0.108087,0.437853,0.271328,0.00606198,0,1.20989,0.00365949,0.59723
134.8266667,0.0630678,1.82708,0.0361511,0.585822,0.54158,0.44085,0.416643,0,0.272128,1.1963,0.00339052,0.633101
134.8693333,0.0515669,1.44409,0.0322587,0.479665,0.993217,0.498538,0.411883,0.0649453,0.403277,1.17186,0.00164972,0.573471
134.912,0.175359,1.28803,0.0230406,0.101196,0.920223,0.455443,0.421043,0.0940672,0.567689,1.22525,0.000212149,0.559241
134.9546667,0.161063,1.69795,0.0204258,0.0302509,0.653645,0.363145,0.438736,0.133388,0.847721,1.25546,0.000115778,0.535721
134.9973333,0.108297,2.34102,0.0190785,0.748383,0.0959836,0.178538,0.306171,0.194829,0.653088,1.24089,0.00225464,0.696573
135.04,0.00408926,2.479,0.0227067,0.9137,0.0546001,0.184963,0.336664,0.182576,0.309975,1.18524,0.00329469,0.786492
135.0826667,0.0824479,2.31311,0.12513,0.668099,0.805981,0.445859,0.239458,0.115005,0.0609719,0.953856,0.00246854,0.717246
135.1253333,0.109085,1.99577,0.174559,0.297268,1.27316,0.482015,0.249572,0.0115065,0.250634,0.831264,0.00152861,0.666915
135.168,0.050793,1.85742,0.189346,0.024429,1.32808,0.444388,0.339668,0.010857,0.467977,0.758383,0.0345598,0.654684
135.2106667,0.000395758,1.57317,0.283095,0.0131916,0.94546,0.472249,0.284929,0.0286439,0.550557,0.66917,0.126696,0.804577
135.2533333,0.000259438,1.497,0.142391,0.0201756,0.873493,0.540656,0.364601,0.0471439,0.427507,0.806113,0.191744,0.881412
135.296,0.0170865,1.60527,0.113907,0.0175479,1.15537,0.539724,0.421754,0.057419,0.21305,0.762884,0.234958,0.770225
135.3386667,0.0598872,1.65703,0.153997,0.0160069,1.23183,0.432833,0.382424,0.0822293,0.125419,0.597679,0.231028,0.689838
135.3813333,0.0234921,2.04054,0.157168,0.119431,1.28864,0.264205,0.274999,0.090172,0.0855937,0.540875,0.199388,0.65884
135.424,0,2.07025,0.265228,0.0561431,1.48604,0.100605,0.310136,0.062159,0.170698,0.459419,0.14293,0.673996
135.4666667,0.0267936,1.61236,0.274561,0.0104119,1.72784,0.109923,0.329095,0.113641,0.251715,0.609253,0.287218,0.747924
135.5093333,0.0269363,0.947304,0.302191,0,1.43231,0.411622,0.193235,0.116228,0.2951,1.13197,0.364748,0.768447
135.552,0.12488,0.866977,0.194713,0.0487929,1.29456,0.566318,0.0893768,0.139168,0.121096,1.33094,0.134682,0.675103
