TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
35.712,0.0164006,2.22977,0.552937,0,0.285473,0.688338,0.190027,0.0823794,1.61903,0.0896195,0.0752816,0.454429
35.75466667,0.0206676,2.25554,0.692118,0.0058723,0.279607,0.740094,0.201015,0.0783492,1.26137,0.131189,0.234391,0.486386
35.79733333,0,2.53173,0.657889,0.00905178,0.247029,0.599982,0.307621,0.212656,0.671784,0.0169166,0.255852,0.524495
35.84,8.04E-05,2.83275,0.485246,0.00934832,0.533161,0.522894,0.186813,0.246137,0.352149,0.00158808,0.330235,0.50092
35.88266667,9.05E-05,2.82552,0.272992,0.00734536,0.726835,0.535044,0.144567,0.230549,0.284397,0.235806,0.329347,0.436705
35.92533333,0,2.53563,0.176603,0.00737231,0.792043,0.591003,0.279127,0.242676,0.329444,0.219771,0.466469,0.542983
35.968,0,2.19834,0.182321,0.0118906,0.549698,0.441931,0.228957,0.289867,0.894798,0.0942468,0.604743,0.535515
36.01066667,0.0326385,2.26418,0.190256,0.0122606,0.642946,0.0441477,0.489997,0.334965,0.853703,0.00041369,0.656659,0.453827
36.05333333,0.030869,2.23955,0.176244,0.0216855,0.676688,0.0541974,0.516439,0.155129,0.231803,0,0.594412,0.344047
36.096,0,1.92767,0.0738526,0.426864,0.501276,0.205455,0.514969,0.0897617,0.192972,0.000703009,0.353277,0.515249
36.13866667,0,2.11918,0.0788032,0.817226,0.247364,0.231695,0.510404,0.10276,0.514128,0.000515656,0.215523,1.1136
36.18133333,0,2.29207,0.191528,1.18138,0.0408479,0.169826,0.314084,0.13892,0.848065,0.000237101,0.0399464,1.28771
36.224,0,2.51167,0.205346,1.36131,0.000546121,0.207495,0.193331,0.212382,0.794134,0,0.00012909,1.19872
36.26666667,0,2.70749,0.21225,1.539,0.385719,0.232372,0.104947,0.10454,0.641116,0,0.0075273,0.928531
36.30933333,0.000243797,2.64411,0.149391,1.20111,0.457228,0.00259543,0.118837,0.0828838,0.532045,0.0817128,0.426328,1.01091
36.352,0.000177091,2.42765,0.0641554,1.26833,0.285669,0.0518523,0.427424,0.122719,0.532458,0.0536554,0.444037,0.818617
36.39466667,0.000476273,2.2841,0.118242,1.28209,0.0879599,0.483213,0.474957,0.0926294,0.496976,0,0.415227,0.935263
36.43733333,0.000635645,2.27745,0.360239,1.28675,0.0449547,0.688544,0.432103,0.056456,0.582709,0,0.251175,1.04391
36.48,0.000640446,2.36105,0.6587,1.19026,0.022945,0.798189,0.266996,0,0.651552,0.076166,0,1.09844
36.52266667,0.000710289,2.28794,0.691092,1.17164,0.0039061,0.672584,0.113817,0,0.649401,0.0536607,0,1.10652
36.56533333,0.000907111,2.35207,0.595522,1.22386,0,0.401045,0.0730172,0,0.955091,0.452152,2.32E-05,1.13806
36.608,0.000743266,2.27018,0.0771268,1.3307,0.135382,0.253175,0.181047,0.0877031,1.10946,0.835851,0,0.914929
36.65066667,0.000534338,2.3159,0.074434,1.30455,0.154209,0.260614,0.0887132,0.101015,1.12272,0.592819,0,0.87734
36.69333333,0.000207928,2.49853,0.0760107,1.07584,0.213896,0.246269,0.0393072,0.0885468,1.09948,0.581803,0,0.833298
36.736,0,2.45153,0.0793042,1.01925,0.48339,0.0671596,0.0156382,0.4353,1.27022,0.536075,0,0.74399
36.77866667,0.000114264,2.60424,0.161998,1.08775,0.341327,0.0882758,0.00408587,0.350928,1.36026,0.357419,0.0651246,0.925808
36.82133333,0.000271659,2.55977,0.0737633,1.17539,0.375911,0.101718,0.176977,0.0694594,1.29759,0.412558,0.106178,0.871903
36.864,0.0510127,2.46365,0.11822,1.22896,0.321247,0.145345,0.292078,0.0458069,0.80669,0.549066,0.0286815,0.956406
36.90666667,0.0422705,1.23939,0.216657,1.18151,1.11409,0.0814828,0.489998,0,0.809566,0.0128306,0.149479,1.03291
36.94933333,0.113781,0.939311,0.139278,1.18545,1.09827,0.00586256,0.486586,0,0.844606,0.645414,0.15543,1.05879
36.992,0.102267,0.890893,0.0972848,1.22914,1.30747,0.00795724,0.461174,0,0.80689,1.26239,0,0.900532
37.03466667,0.0907588,0.928782,0.0636836,1.00105,1.66846,0.00684033,0.438753,0,0.780046,1.45594,0,0.641449
37.07733333,0.0486132,0.944001,0.0802342,0.905874,1.74034,0.0069462,0.431582,0,0.771092,1.50794,0,0.453791
37.12,0.0381276,0.987973,0.187166,0.997119,1.7623,0.0203676,0.376842,0,0.73408,1.33814,0,0.389642
37.16266667,0,1.15818,0.32339,1.02013,1.80528,0.0312615,0.169637,0,0.588232,1.35177,0.0535484,0.421616
37.20533333,0,1.16644,0.233582,0.699581,1.80997,0.0188883,0.351031,0,0.566693,1.59817,0.10253,0.371762
37.248,0.322406,1.33863,0.0719035,0.563691,1.7549,0.00903975,0.202175,0.0904399,0.601913,1.7266,0.101943,0.249669
37.29066667,0.277197,1.41677,0.0585173,0.475313,1.88384,0.0201648,0.153091,0.0991767,0.772845,1.50421,0.0635784,0.243698
37.33333333,0.0742563,1.37106,0.0578074,0.279296,2.0596,0.0524103,0.0908914,0.0412612,0.873614,1.29902,0.0852133,0.520225
37.376,0.104839,1.085,0.0394918,0.236519,2.41295,0.142943,0.0415978,0.120551,0.599031,1.32683,0.152908,0.631204
37.41866667,0.132136,0.599764,0.0188336,0.20802,2.54878,0.173196,0.111893,0.0772854,0.504747,1.38924,0.227264,0.657209
37.46133333,0.0373515,0.664933,0.0811543,0.209805,2.50916,0.00167293,0.421681,0.050224,0.55513,1.66798,0.291075,0.251731
37.504,0,1.12125,0.188035,0.524097,2.28382,0,0.362336,0.163803,0.641346,1.70377,0.113012,0.0977026
37.54666667,0.14164,1.24389,0.0716028,0.648427,2.07007,0.00202225,0.291559,0.11893,0.668,1.7672,0.184663,0.0620917
37.58933333,0.320835,1.46625,0.00683296,0.448763,1.94783,0,0.341621,0.0368361,0.676444,1.67154,0.153514,0.108549
37.632,0.1263,1.52326,0.0133292,0.189816,1.95949,0.00388297,0.309914,0.00675343,0.654024,1.62972,0.164404,0.296221
37.67466667,0,1.71224,0.0193023,0.194354,2.085,0.00294242,0.0633733,0,0.61794,1.58276,0.199615,0.229725
37.71733333,0.251753,1.76616,0.0320382,0.171573,2.02714,0.0186805,0.0404832,0.169554,0.563355,1.65662,0.000425149,0.000468388
37.76,0.882843,1.37241,0.0324872,0.0683457,1.8901,0.00110786,0.125461,0.280538,0.563339,1.77801,0.000930483,0.000471415
37.80266667,1.02845,1.29938,0.0251723,0.0446186,2.0018,0.00591193,0.128472,0.174336,0.507877,1.70265,0.0018366,0.0370924
37.84533333,0.678952,1.61553,0.0909468,0.0857901,2.17723,0,0.393778,0,0.396167,1.49014,0.00957858,0.104516
37.888,0.183374,1.67642,0.0315912,0.0630246,2.20841,0.00882382,0.185937,0,0.464113,1.46017,0.180755,0.138309
37.93066667,0.276346,1.45735,0.0479747,0.0192468,2.2623,0.0137581,0.19483,0,0.454047,1.51884,0.158536,0.142337
37.97333333,0.633452,1.28307,0.0224673,0.0331856,2.39955,0.0981938,0.257828,0,0.536163,1.5617,0.140313,0.25471
38.016,0.824725,1.49262,0.0259453,0.0243601,2.49428,0.108337,0.235574,0.0900489,0.454991,1.48759,0.0993998,0.223741
38.05866667,0.808106,1.68921,0.263751,0.0362348,2.4323,0.0424195,0.361123,0.0409945,0.426307,1.28219,0.000399808,0.174604
38.10133333,0.31223,1.69559,0.532567,0.00751949,2.30599,0.0519298,0.465466,0.0139525,0.383197,1.27557,0.0432131,0.188999
38.144,0.263446,1.62049,0.516458,0.00277835,2.44945,0.129504,0.359982,0.0214053,0.335073,1.30569,0.236497,0.202483
38.18666667,0.232039,1.43449,0.454393,0.00430907,2.60412,0.116869,0.274424,0.0212673,0.278301,1.45344,0.147614,0.186569
38.22933333,0.105892,1.45441,0.38328,0,2.87462,0.0452581,0.292328,0.0134223,0.220633,1.60131,0.12333,0.228696
38.272,0.00321837,1.36289,0.432324,0.000581028,3.18745,0.0201199,0.178526,0.00477995,0.25524,1.64308,0.30576,0.609333
38.31466667,0.0166548,1.225,0.555701,0.0857829,3.51913,0.0285657,0.13703,0.0872743,0.255716,1.18009,0.200617,0.562886
38.35733333,0.0627493,0.980614,0.645099,0.0385701,3.54142,0.0355485,0.241888,0,0.257345,1.03006,0.14613,0.364192
38.4,0.0226372,0.846406,0.579845,0,3.46833,0.0290126,0.247969,0,0.193583,1.1271,0.012285,0.25929
38.44266667,0.0362036,0.666772,0.523009,0,3.5726,0.0246965,0.315267,0,0.0866337,1.21387,0.0897306,0.133113
38.48533333,0.0191715,0.432787,0.430512,0,3.6151,0.0106839,0.150832,0.219883,0.00584513,1.3879,0.0819514,0.337969
38.528,0,0.509289,0.527432,0.00623042,3.50167,0.00823858,0.0177837,0.225038,0,1.6653,0.0197146,0.539865
38.57066667,0.00196627,0.392413,0.666962,0.00279923,3.42595,0.252408,0,0,0.0330516,1.66299,0.00363001,0.603705
38.61333333,0.000112072,0.119225,0.648963,0.0771822,3.46171,0.268518,0,0.0733997,0.213515,1.46956,0.00425219,0.337811
38.656,5.61E-05,0.181639,0.84109,0.0414597,3.41637,0.350267,0,0.16544,0.41778,1.42153,0.0357097,0.198136
38.69866667,0.000109435,0.249263,0.836951,0.00638017,3.50376,0.179727,0.158627,0.16716,0.499999,1.24744,0.102409,0.132846
38.74133333,0.000106067,0.401618,0.405774,0.00524931,3.54714,0.00824345,0.0768949,0.11906,0.53358,1.47783,0.102486,0.148449
38.784,0,0.661117,0.156918,0.0109509,3.50457,0.00334596,0.0433026,0.132268,0.364088,1.82929,0.100665,0.205506
38.82666667,0,0.890372,0.00496953,0.0192496,3.38554,0,0.0120111,0.140379,0.112252,2.15053,0.066831,0.348821
38.86933333,0.122297,0.702536,0.310815,0.0233144,3.21789,0.0105825,0.196732,0.0821363,0.080529,2.31363,0.00331571,0.372451
38.912,0.289317,0.63217,0.56152,0.0193408,3.27749,0.00986891,0.396016,0.00245557,0.0763758,2.21017,0.00299247,0.355658
38.95466667,0.0781047,0.567504,0.0376474,0.132597,3.28494,0.0252822,0.350282,0.0434321,0.0802884,2.40559,0.03161,0.141577
38.99733333,0.00389406,1.10498,0.0497254,0.0392065,3.47756,0.035409,0.0420647,0.295989,0.135176,2.32733,0.0630689,0.17771
39.04,0,1.52126,0.0906483,0,3.50218,0.0459855,0.0452892,0.490024,0.313703,2.19278,0.0392037,0.283824
39.08266667,0.0020331,1.55666,0,0.024107,3.46026,0.0430468,0.0400609,0.51192,0.582351,2.14392,0.0078301,0.243755
39.12533333,0.0053355,1.47111,0,0.0476149,3.57592,0.0401545,0.0387435,0.446872,0.611158,1.84022,0.0456673,0.338919
39.168,0.0294136,0.945317,0,0.00604975,3.6315,0.0293226,0.153955,0.204627,0.696489,1.49606,0.343565,0.372191
39.21066667,0.0450756,0.827591,0.00246872,0.0184307,3.27808,0.0588146,0.2564,0,0.724591,2.1299,0.22421,0.372283
39.25333333,0.0348162,1.04654,0.00118264,0.0651935,3.1377,0.260242,0.216544,0.0835202,0.570249,2.50742,0.147474,0.207418
39.296,0.0283949,1.08901,0.00295216,0.605155,3.0945,0.33942,0.0373066,0.11077,0.216468,2.55784,0.307619,0.24727
39.33866667,0.0247606,0.996453,0.00965472,1.19586,2.72944,0.224411,0.0505553,0.0718658,0.0921872,2.6497,0.322568,0.504645
39.38133333,0.00814168,0.998177,0,1.07823,2.88041,0.277491,0.0520469,0.064637,0.326042,2.55627,0.434877,0.508088
39.424,0.000502776,1.03237,0.319481,0.622412,3.10894,0.177864,0.0626423,0,0.678677,2.33609,0.291683,0.327589
39.46666667,0.000275255,0.939296,0.462574,0.191605,3.23865,0.0510895,0.266091,0,0.975264,1.99064,0.00195174,0.327184
39.50933333,0.056791,0.787353,0.418159,0.111915,3.32148,0.0503052,0.329033,0,1.0856,1.45998,0.00195511,0.428183
39.552,0.0270548,1.11573,0.231993,0.191264,3.34875,0.175732,0.275037,0.00119054,1.04882,1.16706,0.217686,0.403991
39.59466667,0.0215224,1.44884,0.172008,0.621507,2.85208,0.562826,0.0795987,0.103396,0.917404,1.13406,0.549225,0.480615
39.63733333,0.0230556,1.16698,0.350708,0.398238,2.28755,0.788204,0.004388,0.156887,0.652832,1.30793,0.535115,0.824206
39.68,0.255452,1.01625,0.401936,0.0523061,2.20128,0.453385,0.232507,0.04664,0.0635718,1.87438,0.406046,0.798391
39.72266667,0.532399,1.53875,0.270921,0.0991392,2.19193,0.159627,0.244301,0.0295849,0.0701932,2.22271,0.430729,0.78819
39.76533333,0.41538,1.60206,0.163045,0.405447,2.20085,0.103456,0.159686,0.103632,0.0723508,2.44741,0.319372,0.754455
39.808,0.388157,1.47113,0.197155,0.407088,2.39275,0.0863799,0.38656,0.0168273,0.111344,2.36853,0.18022,0.770981
39.85066667,0.424701,1.52847,0.206851,0.321126,2.44671,0.125124,0.547705,0.00189533,0.127826,2.09803,0.0142383,0.661015
39.89333333,0.528506,1.58094,0.159534,0.32144,2.30876,0.122286,0.371607,0,0.522057,1.77259,0.0402243,0.582797
39.936,0.58187,1.79541,0.0901717,0.232673,1.84738,0.190021,0.298117,0.0235032,0.570324,1.97714,0.119478,0.579236
39.97866667,0.587836,1.90481,0.069574,0.26693,1.82167,0.416024,0.561228,0.246692,0.297879,2.2138,0.196052,0.497609
40.02133333,0.660904,2.05889,0.0740962,0.548011,2.00107,0.378311,0.564036,0.231572,0.111499,2.22399,0.191754,0.312226
40.064,0.589493,2.04452,0.315568,0.472085,1.98738,0.19181,0.224586,0.0682564,0.0248341,2.05711,0.520323,0.0729488
40.10666667,0.391052,1.33931,0.25683,0.0332211,2.11249,0.529238,0.159467,0.215339,0.449887,1.54117,1.007,0.000986253
40.14933333,0.252959,1.41721,0.0752807,0.0363499,2.18319,0.819257,0.045406,0.430713,0.655532,1.35583,0.861627,0.054416
40.192,0.396969,1.26444,0.61263,0.0653831,2.19883,0.79457,0.0332601,0.315801,1.00423,0.881005,0.591788,0.169583
40.23466667,0.77433,1.04519,0.446179,0.35076,2.4057,0.598239,0.0468917,0.25515,1.23727,0.73169,0.581013,0.168801
40.27733333,0.765746,1.4316,0.152112,0.239591,2.6858,0.529097,0.0739818,0.190683,1.03506,0.986799,0.785176,0.0881837
40.32,0.897545,2.0919,0.324698,0.0258612,1.98459,0.251224,0.285337,0.0602747,0.570713,0.308944,0.708061,0.0233994
40.36266667,0.617801,2.21285,0.218412,0.0301548,1.71576,0.293008,0.473573,0.0809319,0.0256321,0.216298,0.0889273,0.000636763
40.40533333,0.16822,2.1683,0.139469,0.00191302,1.83036,0.251379,0.504435,0.177061,0,0.193036,0.04911,0.000667804
40.448,0.000582487,2.17498,0.10023,0,1.45669,0.662529,0.335755,0.270194,0.0444104,0.501016,0.0140901,0.11904
40.49066667,0.000765815,2.11936,0.0566214,0,1.21153,0.720521,0.34063,0.259609,0.0381579,0.643604,0.00447706,0.23722
40.53333333,0.390184,2.15686,0.069159,0.0440698,1.41809,0.305529,0.22392,0.0464875,0.00157858,0.489288,0.00521994,0.265756
40.576,0.779256,1.91928,0.072581,0.409405,1.25088,0.00728675,0.267942,0,0.812876,0.652794,0.0482984,0.260995
40.61866667,0.910084,1.80806,0.329399,0.616222,1.05897,0.025937,0.189424,0.000894252,0.927022,0.384067,0.0444888,0.0779187
40.66133333,0.763788,1.8891,0.478466,0.202993,1.46343,0.16868,0.0684258,0.00226209,0.876499,0.055291,0.0530956,0.37601
40.704,0.393495,2.15431,0.498184,0,2.30784,0.253816,0.18446,0.0177506,0.433375,0.0463793,0.00529683,0.596037
40.74666667,0.0321136,2.31694,0.504154,0,2.10396,0.101707,0.457194,0.0115741,0.815396,0.243505,0.198007,0.587521
40.78933333,0.074497,2.00587,0.55621,0,1.33336,0.0274866,0.458668,0.0196711,1.32304,0.123849,0.194726,0.534439
40.832,0.0940835,1.68167,0.464,0,1.25462,0.0310392,0.417373,0.029706,1.50786,0.138021,0.188518,0.358075
40.87466667,0.0433557,1.78471,0.418464,0.0133021,1.36671,0.0343698,0.194122,0.0385687,1.90807,0.12908,0.146579,0.288674
40.91733333,0.000169768,2.1362,0.493089,0,1.42963,0.0319662,0.0727255,0.0352502,2.00532,0.113458,0.0911528,0.360684
40.96,0.061709,2.78689,0.650062,0,1.3267,0.043983,0.122844,0.0103702,2.13797,0.0620598,0.0577274,0.451869
41.00266667,0.142385,2.83642,0.860942,0,1.14051,0.0377957,0.298585,0,2.08638,0.649747,0.00345825,0.367024
41.04533333,0.000454048,2.63118,0.658384,0.00192546,1.01235,0.0288432,0.318758,0.00950254,1.70343,0.856203,0.0202047,0.0995405
41.088,0.000350812,2.54319,0.289177,0.00624248,0.976984,0.0124373,0.255112,0.00932191,1.55601,0.773311,0.0724239,0.00473343
41.13066667,0.000304355,2.62798,0.314839,0.0509843,1.10972,0.00621231,0.161373,0.0112196,1.74038,0.460223,0.13297,0.00084653
41.17333333,0.286215,2.62594,0.0777198,0.0169066,1.23239,0,0.083701,0.0806412,2.19299,0.0651917,0.0755708,0.000686104
41.216,0.11073,2.76212,0.0795828,0.0815427,0.63512,0.0010921,0.0657182,0.106081,2.02529,0.018614,0.0842216,0.014711
41.25866667,0.0223444,2.88127,0.0838727,0.121683,0.559112,0.00523185,0.17319,0.126716,1.80419,0.0149177,0.0600951,0.0200901
41.30133333,0,2.91761,0.0851615,0.0582716,0.646199,0.0182099,0.218033,0.144567,1.76447,0.00908128,0.0619851,0.0226914
41.344,0,2.89271,0.084193,0,0.708512,0.0130764,0.424267,0.141974,1.74954,0.00602753,0.0419224,0.0340444
41.38666667,0.0204077,2.87706,0.0815488,0,0.74504,0.00206534,0.410248,0.116108,1.74052,0.00500419,0.0100655,0.0313446
41.42933333,0.000157239,2.7929,0.0813648,0.000965501,0.882043,0.007804,0.355751,0.0831819,1.66627,0.000619864,0.0325983,0.0148861
41.472,0.000436402,2.92382,0.0808347,0,1.14161,0.0917861,0.25052,0.0427192,1.47701,0.000786764,0.0348611,0.0716683
41.51466667,0.000585376,2.84975,0.125433,0,1.17376,0.118292,0.282355,0.02256,1.40459,0.000603512,0.104283,0.0290867
41.55733333,0.000589481,2.75431,0.184509,0.00292738,0.831585,0.00121635,0.350876,0.030041,1.39699,0,0.141342,0.00102876
41.6,0.000477476,2.54971,0.232533,0.0161399,0.513359,0,0.394555,0.077405,1.48629,0.151006,0.0722082,0.0012167
41.64266667,0.000351072,2.62281,0.20142,0.012714,0.403627,0,0.349749,0.156581,1.30352,0.144283,0.116776,0.00132204
41.68533333,0.023554,2.73727,0.239293,0.0180531,0.36527,0.00388551,0.190011,0.364609,1.17438,0.130416,0.020884,0.00133191
41.728,0,2.79099,0.325392,0.0149425,0.500011,0.0854534,0.157142,0.444628,1.17979,0.0871239,0.00317995,0.0012743
41.77066667,0,2.87346,0.305588,0.0108964,0.725478,0.202252,0.124436,0.335305,1.20362,0,0.0235339,0.00278239
41.81333333,0.0526417,2.70934,0.0834209,0.0113283,0.977761,0.17856,0.203705,0.317161,1.53712,0.000138308,0.00176815,0.05043
41.856,0,2.76211,0.0819364,0.00576051,1.14456,0.158976,0.242918,0.244186,1.84738,0.0193157,0.0019157,0.104588
41.89866667,0,2.80493,0.0829979,0.00621846,1.13712,0.334153,0.219813,0.000551095,1.97442,0.0243131,0.00251881,0.121097
41.94133333,0,2.88834,0.145315,0.0012744,0.93464,0.292468,0.11236,0.0600966,1.96597,0.0305092,0.0720116,0.0990977
41.984,0.000305364,2.8611,0.13427,0,0.953687,0.155389,0.128538,0.227508,1.76447,0.110969,0.15442,0.0176127
42.02666667,0.000348477,2.6724,0.158868,0,1.02845,0.0243739,0.398464,0.150378,1.29465,0.166768,0.277509,0.0130228
42.06933333,5.62E-05,2.52019,0.254791,0,1.09023,0.0255491,0.661997,0.0194186,1.59346,0.15438,0.27108,0.000857741
42.112,0,2.50925,0.316365,0,1.14342,0.0286526,0.641451,0,1.87521,0.121645,0.258146,0.000811521
42.15466667,0,2.4089,0.449513,0,1.24355,0.0366444,0.566605,0,2.14484,0.077317,0.152018,0.000864815
42.19733333,0,2.43848,0.437295,0,1.36975,0.0375348,0.480682,0.042565,2.22246,0.018217,0.00355923,0.00100602
42.24,0,2.57051,0.326421,0.0173891,1.38732,0.0747117,0.492893,0.101145,2.07909,0,0.00331862,0.00101163
42.28266667,5.94E-06,2.5645,0.0821545,0.00368223,1.43476,0.171993,0.648107,0.0961979,1.85479,0,0.0456161,0.0431248
42.32533333,0.000315866,2.47004,0.0806734,0.0281274,1.24996,0.0967976,0.576083,0.0853745,1.8497,0,0.0355855,0.109716
42.368,0.000481499,2.46606,0.0814404,0.0306372,1.21375,0,0.516727,0.0959334,2.00126,0,0.00473281,0.0441162
42.41066667,0.000486322,2.62028,0.0816479,0,1.15128,0,0.432554,0.082673,2.05078,0.0118903,0.00587946,0.01499
42.45333333,0.019621,2.72124,0.0824453,0,0.995067,0,0.407063,0.0780189,1.99537,0.0086507,0.00728423,0.0506095
42.496,0.0397072,2.77241,0.0842715,0,0.853215,0,0.388182,0.0779647,1.9569,0.1191,0.00764667,0.0913126
42.53866667,0.000303997,2.91017,0.0842147,0.015753,0.793495,0,0.344988,0.0656483,1.89274,0.141403,0.00715848,0.125493
42.58133333,0.0174983,3.03579,0.382139,0.0127405,0.464429,0.013916,0.217422,0.247274,1.72719,3.77E-05,0.0313717,0.136374
42.624,4.61E-05,3.07209,0.475732,0.00816079,0.268787,0.155315,0.00282864,0.341269,1.30924,0.000252974,0.227799,0.105901
42.66666667,0,2.8881,0.264865,0.00709596,0.397166,0.239183,0,0.400982,1.185,0.0446137,0.239462,0.000870959
42.70933333,0,2.70601,0.363343,0.0115393,0.819274,0.229222,0.00799179,0.382777,1.45985,0.107369,0.0787163,0.000941471
42.752,0,2.50903,0.421,0.0106153,1.27671,0.117338,0.101489,0.298366,1.76002,0.0436249,0.111222,0.00104305
42.79466667,0.000260273,2.3574,0.307061,0.0127823,1.36378,0.079799,0.354631,0.030879,1.88043,0,0.0629506,0.0470248
42.83733333,0.145617,2.47941,0.137702,0.014543,1.30442,0.0127587,0.507961,0.0351258,1.80219,0,0.0755487,0.0316439
42.88,0.123678,1.90062,0.134611,0.793433,1.14638,0,0.494341,0.0591569,1.61461,0.0316131,0.154916,0.00113697
42.92266667,0.000121986,1.43713,0.239404,1.08381,0.533795,0.00336147,0.38911,0.0852522,1.36313,0.0798645,0.185306,0.00104915
42.96533333,0.000289497,1.50588,0.307396,1.22929,0,0.0148729,0.308697,0.110053,0.916568,0.0822525,0.158296,0.345597
43.008,0.000316483,1.36014,0.268134,1.25446,0.0854967,0.0223035,0.286724,0.105287,0.756992,0.0435264,0.00198468,0.756378
43.05066667,0.000239787,1.21247,0.372018,1.31811,0.131373,0.0156644,0.155734,0.0874665,1.07035,0.107924,0.00208484,0.858592
43.09333333,0.414893,1.02722,0.25226,1.2555,0.287292,0.00272386,0.077856,0.100912,1.50312,0.0192055,0.00251182,0.742849
43.136,0.000286396,1.0098,0.276621,1.20043,0.353931,0.171618,0,0.111761,1.76821,0.0288104,0.00310584,0.895288
43.17866667,0.000499665,0.903229,0.166007,1.21181,0.226294,0.293779,0.0664132,0.0924492,1.69875,0.041036,0.0655057,1.03761
43.22133333,0.000444011,0.765875,0.132356,1.06772,0.880807,0.343369,0.0987602,0.00270148,1.08358,0.0013803,0.0786477,1.15522
43.264,0.000319023,0.749807,0.0786625,1.04666,0.978047,0.460288,0.279697,0.0414562,0.798306,0.186732,0.0866075,1.09796
43.30666667,0.000471143,0.686013,0.0794027,0.940295,0.948197,0.323942,0.582196,0.0788355,0.92101,0.340505,0.0577009,0.98747
43.34933333,0.000319578,0.741708,0.0784444,0.914812,0.828611,0.201925,0.433966,0.0767466,1.056,0.436268,0.097742,0.962758
43.392,0.00020462,0.95824,0.142622,0.828556,0.747147,0.411128,0.047685,0.0757657,1.21694,0.331133,0.189367,1.07328
43.43466667,0.000198344,0.995513,0.162232,0.880337,0.859126,0.216178,0.0716261,0.0817269,1.00132,0.280869,0.109651,0.914766
43.47733333,0.00459625,0.822241,0.111954,1.15203,0.834816,0.145815,0.414686,0.074578,0.476081,0.261992,0,0.739056
43.52,0.000225816,0.800122,0.0796213,1.28862,0.749656,0.390985,0.413811,0.0720216,0.182837,0.298225,0.000150679,0.827198
43.56266667,0.000129615,0.631087,0.115176,1.28846,0.677202,0.369317,0.334373,0.19117,0.137745,0.133579,0.00119854,0.912461
43.60533333,0.147061,0.632103,0.1231,1.42811,0.416813,0.284953,0.202203,0.124495,0.0234211,0.0893075,0.0025719,1.15363
43.648,0.238519,0.768226,0.104438,1.35931,0.602017,0.230118,0.141047,0.148021,0.124494,0.332073,0.00280552,1.0538
43.69066667,0.158788,0.800251,0.0961407,1.39059,0.653048,0.152559,0.124132,0.168893,0.12165,0.672968,0.00244197,0.881979
43.73333333,0.206914,0.64041,0.0710395,1.31176,0.560735,0.014413,0.35147,0.095092,0.537845,0.571137,0.0750676,0.760117
43.776,0.169929,0.442865,0.189561,1.25599,0.304563,0.00693107,0.406026,0.077172,0.243255,0.0478881,0.403203,1.01329
43.81866667,0.115534,0.233224,0.171285,0.379812,0.979599,0.0108501,0.416304,0.0532927,0.270205,0.632052,0.78834,1.09034
43.86133333,0.000227874,0.541879,0.156943,0.00155461,0.983871,0.1749,0.320762,0.0553945,0.17469,1.0829,0.784252,0.98831
43.904,0.000313256,1.04372,0.139745,0.00689563,0.997972,0.252497,0.199582,0.0579639,0.171145,1.22702,0.645484,0.847161
43.94666667,0.000294018,1.44202,0.0954788,0.0462357,1.12592,0.280338,0.129303,0.0715725,0.258822,1.3552,0.379296,0.733081
43.98933333,0.000150612,1.60928,0.0644033,0.0569176,1.16252,0.079163,0.0457122,0.105837,0.873527,1.45576,0.0159229,0.842687
44.032,0.0831538,1.56679,0.0509161,0.00939927,0.939245,0.00778701,0.0635134,0.131962,1.07058,1.67085,0.0635704,1.05039
44.07466667,0.000268582,1.64102,0.036563,0.0126683,0.502583,0.000245439,0.0774765,0.0846497,0.919878,2.04607,0.0418234,1.14247
44.11733333,0.000335962,1.59706,0.0330898,0.219625,0.50687,0.0467219,0.316147,0.0751736,0.653354,2.27486,0.0329201,0.972362
44.16,0.000275017,1.449,0.0270206,0.20089,0.64898,0.0767653,0.304473,0.0998605,0.544924,2.37932,0.30447,0.557132
44.20266667,0.2728,1.68558,0.143184,0.184326,0.666974,0.120834,0.209849,0.0874809,0.483259,2.0732,0.322296,0.573302
44.24533333,0.108135,1.7439,0.0908478,0.128234,0.771705,0.0778568,0.0923573,0.0515512,0.251287,1.54825,0.556524,0.747448
44.288,0,1.6174,0.260829,0,1.25543,0.0492623,0.331427,0.0274932,0.104188,1.23194,0.75631,0.710121
44.33066667,0.0485068,1.60636,0.344883,0,1.26862,0.0289689,0.481832,0.0502392,0.126433,1.39461,0.709638,0.59653
44.37333333,0.00213818,1.62121,0.160066,0.0716486,1.18886,0.00313797,0.543701,0.0520218,0.081684,1.65485,0.416144,0.667316
44.416,0.000504644,1.69308,0.129782,0.226143,0.78614,0.00313108,0.415671,0.0349942,0.264295,1.64102,0.00204278,0.872073
44.45866667,0.00155634,1.70129,0.196901,0.19218,0.555083,0.0154789,0.373837,0.0247421,0.495753,1.68434,0.00157002,0.715735
44.50133333,0.0316178,1.58034,0.450888,0.0977459,0.658756,0.00245833,0.322088,0.0538263,0.459062,1.53781,0.0471823,0.399444
44.544,0.06154,1.45161,0.626294,0.0810091,0.696249,0.0105481,0.275982,0.0205323,0.267493,1.49507,0.0461572,0.444672
44.58666667,0.0184451,1.47913,0.610655,0.125911,0.594615,0.0290962,0.273058,0.0111636,0.138659,1.7688,0.014281,0.602372
